Date,Neutral,Hname,Hscore,Hfouls,Hblocks,Hsteals,Hturnovers,Hassists,Hteam-rebounds,Hrebounds,Hoff-rebounds,Hft-attempted,Hft-made,Htreys-attempted,Htreys-made,Hfg-attempted,Hfg-made,Hminutes,Aname,Ascore,Afouls,Ablocks,Asteals,Aturnovers,Aassists,Ateam-rebounds,Arebounds,Aoff-rebounds,Aft-attempted,Aft-made,Atreys-attempted,Atreys-made,Afg-attempted,Afg-made,Aminutes
1/2/2013,0,Tulsa,63,18,2,4,13,8,0,35,17,28,15,18,4,56,22,40,Buffalo,57,23,3,5,11,11,0,40,18,20,15,22,4,59,19,40
1/2/2013,0,Evansville,62,15,9,4,11,13,0,39,14,20,16,15,2,61,22,45,Missouri St.,59,17,6,6,13,11,0,33,11,14,8,16,5,57,23,45
1/2/2013,0,Drake,63,14,2,5,19,7,0,29,8,14,10,25,7,52,23,40,Wichita St.,75,15,3,13,12,14,0,29,9,11,7,25,12,60,28,40
1/2/2013,0,Valparaiso,54,17,4,9,13,8,0,30,9,12,10,15,4,56,20,40,Loyola Chicago,63,14,5,8,14,17,0,31,8,18,13,15,6,47,22,40
1/2/2013,0,Purdue,68,14,7,3,10,14,0,38,12,19,12,16,6,61,25,40,Illinois,61,20,6,6,9,10,0,31,10,14,9,26,10,59,21,40
1/2/2013,0,Alabama St.,70,19,3,10,21,10,0,36,9,31,20,21,8,52,21,40,Jackson St.,66,25,2,11,21,8,0,28,7,20,10,21,4,58,26,40
1/2/2013,0,Alcorn St.,68,21,2,10,11,8,0,25,5,34,21,17,7,47,20,40,Prairie View A&M,54,23,2,5,8,6,0,30,15,31,18,14,2,57,17,40
1/2/2013,0,AR Pine Bluff,79,25,0,13,18,16,0,35,12,32,23,17,6,51,25,40,Miss. Valley St.,64,24,3,7,19,14,0,18,2,27,17,18,7,44,20,40
1/2/2013,0,Alabama A&M,78,15,2,7,7,22,0,41,17,15,11,18,7,72,30,40,Grambling St.,53,17,3,0,15,13,0,26,7,15,6,11,5,51,21,40
1/2/2013,0,DePaul,72,17,1,13,12,10,0,28,7,25,15,10,3,59,27,40,Seton Hall,73,18,2,7,20,19,0,37,12,14,9,24,10,58,27,40
1/2/2013,0,Miami (FL),76,10,6,6,9,7,0,37,7,28,20,17,8,51,24,40,La Salle,59,20,2,5,10,10,0,29,8,9,6,21,7,62,23,40
1/2/2013,0,Southern,63,16,6,7,3,7,0,29,10,21,15,17,4,59,22,40,Texas Southern,57,17,5,0,14,4,0,38,12,16,12,20,5,50,20,40
1/2/2013,0,San Diego St.,72,13,5,3,13,13,0,37,10,41,27,16,5,45,20,40,CSU Bakersfield,57,28,1,7,10,16,0,28,10,11,6,18,3,64,24,40
1/2/2013,0,Arizona St.,55,15,4,5,8,11,0,36,10,10,5,18,4,62,23,45,Utah,54,13,5,5,10,10,0,40,8,12,11,11,3,58,20,45
1/2/2013,0,Colorado St.,62,17,3,4,11,8,0,35,9,23,16,9,2,50,22,40,UTEP,58,19,5,4,8,7,0,29,6,23,17,16,5,49,18,40
1/2/2013,0,Santa Clara,74,16,4,7,7,15,0,42,14,13,10,29,10,69,27,40,San Francisco,69,14,4,3,12,15,0,30,2,12,8,22,9,55,26,40
1/3/2013,0,Texas A&M,67,14,3,11,9,12,0,19,3,22,17,8,2,50,24,40,Houston Baptist,59,20,2,3,23,17,0,30,7,12,6,17,7,47,23,40
1/3/2013,0,Northwestern,66,12,4,7,12,19,0,21,8,17,8,28,10,59,24,40,Michigan,94,14,2,8,12,17,0,37,8,19,13,22,13,57,34,40
1/3/2013,0,Mount St. Mary's,65,15,1,7,4,13,0,30,11,5,1,28,4,72,30,40,Fair. Dickinson,72,10,2,3,13,10,0,31,5,19,16,13,4,47,26,40
1/3/2013,0,Niagara,94,21,3,11,9,18,0,36,12,24,17,19,7,67,35,40,Marist,72,19,4,4,20,19,0,33,9,18,13,20,5,62,27,40
1/3/2013,0,Mississippi St.,97,17,9,14,17,17,0,35,11,20,16,21,11,62,35,40,New Orleans,46,19,3,9,23,7,0,24,6,21,11,8,1,51,17,40
1/3/2013,0,Canisius,45,23,3,5,20,6,0,33,15,27,14,15,3,46,14,40,Fairfield,66,25,2,9,11,13,0,29,7,25,18,14,2,48,23,40
1/3/2013,0,Detroit,74,14,5,10,11,20,0,32,8,15,14,23,6,58,27,40,Wis. Milwaukee,59,11,1,7,16,8,0,34,15,6,4,24,9,65,23,40
1/3/2013,0,Eastern Kentucky,65,13,1,5,8,11,0,25,8,17,14,23,9,46,21,40,Eastern Illinois,54,15,0,6,11,9,0,26,9,10,7,14,5,46,21,40
1/3/2013,0,Florida Atlantic,75,17,3,6,12,12,0,29,9,21,18,12,5,54,26,40,LA Lafayette,70,16,2,8,11,9,0,23,7,21,11,15,5,53,27,40
1/3/2013,0,George Mason,74,21,3,10,13,15,0,33,13,11,11,20,7,61,28,40,Northeastern,84,15,1,7,12,18,0,23,7,22,19,16,9,53,28,40
1/3/2013,0,Morehead St.,68,21,2,9,18,14,0,37,16,26,17,17,5,57,23,40,SIU Edwardsville,64,20,1,2,14,13,0,19,4,20,14,17,6,50,22,40
1/3/2013,0,Oakland,91,18,2,14,13,22,0,34,12,19,10,29,11,69,35,40,Nebraska Omaha,79,17,4,7,20,17,0,31,9,18,8,22,11,55,30,40
1/3/2013,0,Quinnipiac,61,18,3,4,18,15,0,54,20,26,11,8,2,64,24,40,St. Francis (NY),63,20,4,8,8,13,0,31,7,16,12,21,7,62,22,40
1/3/2013,0,Robert Morris,77,27,8,10,13,13,0,29,9,14,11,28,10,64,28,40,Bryant,84,15,1,7,15,15,0,36,9,36,29,25,13,50,21,40
1/3/2013,0,Sacred Heart,77,19,5,8,17,17,0,23,9,13,10,17,9,54,29,40,Long Island,73,14,2,5,14,11,0,22,8,26,20,24,7,51,23,40
1/3/2013,0,St. Francis (PA),67,19,1,4,20,15,0,41,11,20,14,24,7,53,23,40,Central Conn. St.,60,15,3,12,11,8,0,31,10,24,18,17,6,59,18,40
1/3/2013,0,Wagner,60,17,3,9,18,14,0,31,8,23,18,14,4,44,19,40,Monmouth,56,22,0,3,16,12,0,25,7,14,10,18,8,51,19,40
1/3/2013,0,Wright St.,64,15,2,10,12,12,0,30,10,27,17,17,5,48,21,40,Wis. Green Bay,53,23,5,4,18,10,0,29,8,19,15,15,4,47,17,40
1/3/2013,0,American,63,18,4,3,10,12,0,32,9,19,15,18,6,50,21,40,MD Eastern Shore,49,19,4,6,11,6,0,21,5,26,16,8,3,41,15,40
1/3/2013,0,Arizona,92,19,1,8,13,12,0,39,12,36,28,23,8,65,28,45,Colorado,83,26,1,5,11,14,0,31,6,29,17,21,10,59,28,45
1/3/2013,0,Jacksonville St.,62,13,4,10,15,13,0,20,8,15,10,14,4,51,24,40,Belmont,73,21,2,11,16,16,0,31,10,17,17,10,4,50,26,40
1/3/2013,0,South Dakota,66,9,4,5,10,13,0,18,5,14,9,19,9,52,24,40,North Dakota St.,92,13,4,7,10,20,0,31,9,10,8,19,10,58,37,40
1/3/2013,0,Houston,96,11,3,4,10,15,0,34,14,20,15,24,13,62,34,40,TX Pan American,71,13,2,5,10,14,0,21,6,9,6,19,7,57,29,40
1/3/2013,0,North Texas,76,12,5,6,13,14,0,38,10,22,16,12,4,58,28,40,Troy,59,17,2,9,13,10,0,36,13,13,10,23,5,64,22,40
1/3/2013,0,SE Missouri St.,86,16,0,7,13,12,0,32,9,29,23,17,9,61,27,40,Austin Peay,84,20,4,7,14,23,0,30,6,12,6,20,10,64,34,40
1/3/2013,0,Tenn-Martin,62,24,0,7,19,11,0,29,12,18,14,11,2,57,23,40,Murray St.,73,21,5,8,19,17,0,31,9,26,17,19,6,49,25,40
1/3/2013,0,Tennessee Tech,66,30,1,4,10,10,0,30,12,24,15,26,9,58,21,40,Tennessee St.,72,22,4,2,17,9,0,36,9,39,23,12,5,41,22,40
1/3/2013,0,Mo. Kansas City,61,16,2,5,11,10,0,23,4,9,7,19,8,52,23,40,South Dakota St.,77,9,1,5,10,21,0,29,7,9,7,27,12,57,29,40
1/3/2013,0,Arkansas St.,66,22,3,9,16,9,0,35,13,36,21,16,3,54,21,45,Middle Tenn. St.,60,28,6,10,15,8,0,40,13,27,19,13,3,59,19,45
1/3/2013,0,SE Louisiana,72,17,0,3,9,13,0,20,6,15,15,19,7,57,25,40,Oral Roberts,86,16,2,4,10,16,0,28,7,22,15,11,9,51,31,40
1/3/2013,0,Wisconsin,60,7,6,7,4,10,0,28,9,26,13,17,3,57,22,40,Penn St.,51,23,2,2,15,7,0,31,6,1,0,8,3,52,24,40
1/3/2013,0,AR Little Rock,75,19,1,9,12,15,0,27,7,29,19,13,4,54,26,40,West. Kentucky,67,27,1,4,22,9,0,36,11,14,10,33,9,57,24,40
1/3/2013,0,LA Monroe,72,23,2,9,12,17,0,14,5,12,8,24,8,60,28,40,South Alabama,77,15,2,6,25,14,0,36,9,28,20,14,5,44,26,40
1/3/2013,0,Nicholls St.,83,21,1,10,13,16,0,26,10,35,22,15,5,60,28,40,Central Arkansas,79,27,4,4,22,13,0,31,6,18,14,23,7,57,29,40
1/3/2013,0,Northwestern St.,78,13,10,5,14,15,0,37,10,14,10,12,4,64,32,40,McNeese St.,63,16,4,9,13,10,0,36,17,16,7,13,4,73,26,40
1/3/2013,0,Northern Arizona,57,13,4,13,8,12,0,28,9,20,15,22,6,56,18,40,Sacramento St.,50,19,4,0,19,6,0,37,7,17,14,14,4,47,16,40
1/3/2013,0,Pepperdine,62,20,2,4,14,12,0,29,11,16,12,12,2,55,24,40,Gonzaga,78,15,1,6,8,16,0,26,10,29,25,19,7,53,23,40
1/3/2013,0,New Mexico St.,82,20,11,8,16,21,0,35,6,19,11,6,1,51,35,40,UTSA,62,16,0,3,12,6,0,17,2,24,16,17,6,48,20,40
1/3/2013,0,BYU,92,13,1,13,14,16,0,54,18,24,18,23,10,64,32,40,Loyola Marymount,51,15,4,4,16,10,0,26,9,7,5,22,6,65,20,40
1/3/2013,0,Denver,64,16,5,9,12,20,0,27,8,15,9,18,9,42,23,40,Texas St.,53,14,1,5,12,10,0,17,4,17,14,16,5,44,17,40
1/3/2013,0,Stephen F. Austin,79,13,2,14,12,19,0,29,16,22,15,15,6,60,29,40,Lamar,43,21,5,1,29,10,0,19,5,14,13,3,0,37,15,40
1/3/2013,0,Montana St.,62,13,1,5,11,13,0,27,5,17,12,17,6,48,22,40,Portland St.,59,16,1,3,11,7,0,29,12,14,10,28,7,56,21,40
1/3/2013,0,Montana,81,20,4,6,4,17,0,29,11,34,28,21,9,50,22,40,Eastern Wash.,66,24,1,2,11,8,0,24,8,24,20,16,4,46,21,40
1/3/2013,0,Idaho St.,53,20,2,7,9,6,0,21,3,17,11,18,2,50,20,40,North Dakota,66,15,0,6,15,8,0,39,10,29,21,23,7,48,19,40
1/3/2013,0,Utah St.,75,11,4,8,8,19,0,30,6,23,19,18,6,58,25,40,Seattle,66,20,4,6,17,23,0,33,7,9,4,24,10,56,26,40
1/3/2013,0,Weber St.,79,18,3,9,12,17,0,28,5,18,10,19,9,55,30,40,Northern Colorado,54,23,1,4,21,7,0,35,10,15,9,14,5,53,20,40
1/3/2013,0,Cal Poly,79,20,4,6,10,14,0,33,14,22,17,21,10,60,26,40,Long Beach St.,73,19,8,2,13,13,0,30,13,24,18,20,7,55,24,40
1/3/2013,0,San Jose St.,55,10,2,10,5,8,0,38,19,16,12,20,3,71,20,40,Idaho,64,11,9,2,15,16,0,35,7,12,9,12,5,50,25,40
1/3/2013,0,USC,71,22,6,6,12,9,0,30,5,20,13,10,4,53,27,40,Stanford,69,18,2,3,13,13,0,36,14,23,14,19,9,59,23,40
1/3/2013,0,UNLV,74,11,8,10,21,18,0,41,16,32,23,19,5,53,23,40,Chicago St.,52,25,3,12,17,6,0,23,10,12,12,14,4,59,18,40
1/3/2013,0,UCSB,74,12,9,2,9,19,0,27,5,13,9,26,13,53,26,40,UC Irvine,71,16,3,3,8,17,0,27,7,11,9,24,10,58,26,40
1/3/2013,0,CSU Northridge,64,14,3,10,12,15,0,28,10,20,17,20,5,54,21,40,UC Riverside,65,15,1,7,16,15,0,31,7,15,9,9,0,52,28,40
1/3/2013,0,UCLA,79,11,5,8,7,18,0,36,10,31,23,12,4,58,26,40,California,65,19,2,2,11,16,0,44,19,8,5,13,0,76,30,40
1/3/2013,0,San Diego,61,16,4,5,11,13,0,27,8,19,15,16,6,49,20,40,Portland,50,17,4,5,13,6,0,34,15,18,12,15,2,51,18,40
1/3/2013,0,Hawaii,90,14,2,6,20,20,0,34,13,20,12,16,6,64,36,40,CSU Fullerton,88,19,2,14,14,15,0,26,10,11,6,23,10,70,36,40
1/4/2013,0,Sam Houston St.,61,17,2,3,15,8,0,28,5,27,19,18,6,44,18,40,TAMU Corpus Christi,57,23,1,4,15,9,0,29,6,14,12,20,5,51,20,40
1/4/2013,0,Georgia,52,13,7,8,23,10,0,37,6,17,10,12,4,39,19,40,Geo. Washington,41,18,2,12,14,7,0,27,9,15,13,12,0,57,14,40
1/4/2013,0,Holy Cross,54,23,10,6,23,10,0,30,6,17,11,17,5,47,19,40,Yale,61,20,4,12,16,11,0,39,15,26,20,22,3,59,19,40
1/4/2013,0,Rhode Island,59,16,4,8,12,11,0,39,13,31,19,15,4,55,18,40,Brown,47,26,4,7,13,9,0,35,9,21,11,17,4,53,16,40
1/4/2013,0,Siena,62,17,3,5,10,11,0,36,11,13,9,17,5,58,24,40,Iona,66,15,4,3,8,12,0,30,10,18,15,21,7,58,22,40
1/4/2013,0,St. Peter's,53,20,6,8,12,9,0,27,6,20,9,8,4,48,20,40,Manhattan,55,20,4,8,16,13,0,31,6,13,8,27,9,48,19,40
1/4/2013,0,Valparaiso,74,20,3,7,18,15,0,37,9,19,12,26,10,56,26,40,Cleveland St.,50,21,3,8,13,6,0,25,4,23,19,18,1,50,15,40
1/4/2013,0,Loyola (MD),71,14,1,4,9,14,0,37,11,25,18,11,3,54,25,40,Rider,65,22,2,3,10,12,0,25,7,19,10,17,7,54,24,40
1/4/2013,0,Saint Louis,67,15,3,9,12,12,0,19,3,31,25,17,8,38,17,40,Savannah St.,59,25,4,8,19,9,0,30,11,19,10,5,1,49,24,40
1/4/2013,0,Tennessee,80,19,6,5,13,11,0,35,12,23,14,21,8,66,29,40,Memphis,85,20,11,11,10,16,0,27,5,21,16,11,7,55,31,40
1/4/2013,0,Tulane,62,15,3,6,13,9,0,27,9,22,20,16,6,47,18,40,Wofford,48,22,0,7,19,10,0,31,10,16,9,19,5,48,17,40
1/4/2013,0,Southern,50,16,7,9,9,4,0,33,16,21,17,12,3,50,15,40,Prairie View A&M,45,20,5,5,14,4,0,32,16,10,6,13,3,54,18,40
1/4/2013,0,Mississippi,95,12,8,12,13,13,0,36,14,27,22,16,7,66,33,40,Fordham,68,21,3,7,22,15,0,34,15,12,9,25,7,67,26,40
1/4/2013,0,Alabama A&M,88,25,4,9,20,16,0,41,12,40,23,17,7,70,29,50,Jackson St.,87,29,5,9,22,8,0,48,12,32,21,13,4,67,31,50
1/4/2013,0,Alabama St.,69,22,3,11,11,15,0,36,11,23,17,18,6,55,23,40,Grambling St.,56,17,2,6,18,13,0,32,12,20,11,17,5,53,20,40
1/4/2013,0,Alcorn St.,48,20,2,2,7,6,0,31,8,18,10,20,4,60,17,40,Texas Southern,57,14,4,1,7,8,0,26,6,22,14,26,5,51,19,40
1/5/2013,0,Rutgers,67,18,5,7,17,13,0,31,7,20,17,14,6,43,22,40,Pittsburgh,62,23,0,7,9,16,0,21,10,17,12,26,8,56,21,40
1/5/2013,0,Duke,80,16,4,6,6,22,0,29,8,22,11,24,11,63,29,40,Wake Forest,62,25,1,4,19,8,0,37,9,18,12,11,4,56,23,40
1/5/2013,0,Michigan St.,84,20,3,8,12,21,0,41,11,22,18,15,8,64,29,40,Purdue,61,21,4,4,10,11,0,33,10,20,9,14,4,61,24,40
1/5/2013,0,Notre Dame,93,13,0,4,8,25,0,35,11,14,11,18,12,62,35,40,Seton Hall,74,18,1,5,11,21,0,30,12,9,5,31,11,64,29,40
1/5/2013,0,Maryland,94,17,4,2,11,18,0,40,12,28,22,23,10,60,31,40,Virginia Tech,71,19,1,5,11,7,0,35,16,24,17,19,4,67,25,40
1/5/2013,0,Old Dominion,72,31,4,9,12,11,0,36,14,34,20,19,6,69,23,40,Delaware,84,27,8,11,21,14,0,41,5,50,41,14,5,42,19,40
1/5/2013,0,Maine,81,12,3,7,18,21,0,30,8,23,15,7,4,53,31,40,UMBC,66,21,2,10,12,11,0,25,8,10,7,15,5,61,27,40
1/5/2013,0,Elon,64,17,4,1,12,15,0,22,5,6,6,20,8,53,25,40,Princeton,74,10,4,9,8,14,0,33,13,23,16,14,8,56,25,40
1/5/2013,0,Boston U.,74,16,2,13,14,16,0,18,5,17,13,16,7,52,27,40,Hartford,77,16,3,4,18,19,0,28,9,17,17,30,14,48,23,40
1/5/2013,0,Northeastern,68,9,2,12,7,15,0,22,10,24,17,21,7,51,22,40,N.C. Wilmington,64,19,5,3,17,10,0,32,12,8,7,16,7,51,25,40
1/5/2013,0,Kansas St.,73,24,4,5,12,19,0,35,10,17,12,21,7,60,27,40,Oklahoma St.,67,18,3,6,11,6,0,27,5,29,24,11,3,49,20,40
1/5/2013,0,LSU,79,17,5,10,16,18,0,35,10,17,12,19,7,57,30,40,Bethune-Cookman,63,17,7,12,14,4,0,32,12,24,17,13,4,57,21,40
1/5/2013,0,South Carolina,80,18,3,4,9,16,0,37,15,21,12,16,4,71,32,40,S. Carolina St.,69,21,4,3,15,13,0,39,14,22,17,7,0,61,26,40
1/5/2013,0,Marquette,49,12,3,5,10,14,0,34,9,18,13,17,4,44,16,40,Georgetown,48,16,3,8,10,14,0,25,5,12,7,15,5,46,18,40
1/5/2013,0,Butler,57,14,4,3,14,14,0,31,8,23,18,16,5,42,17,40,New Orleans,44,19,2,7,13,9,0,20,3,11,6,10,4,43,17,40
1/5/2013,0,Massachusetts,75,14,3,12,13,20,0,26,8,18,12,25,11,58,26,40,East. Michigan,61,16,4,7,19,16,0,33,10,13,9,15,6,53,23,40
1/5/2013,0,Ohio,94,25,4,16,17,29,0,25,5,28,19,23,11,49,32,40,Marshall,57,25,0,10,26,10,0,38,21,29,14,19,3,57,20,40
1/5/2013,0,Baylor,86,12,5,7,13,12,0,42,17,45,36,18,4,64,23,45,Texas,79,26,5,3,13,20,0,38,13,14,9,13,4,74,33,45
1/5/2013,0,Vermont,70,16,5,8,8,14,0,31,7,13,8,17,6,53,28,40,Albany,45,15,1,2,16,10,0,27,8,18,11,15,4,42,15,40
1/5/2013,0,Fla Gulf Coast,78,21,3,10,14,13,0,43,12,24,17,24,7,61,27,40,Jacksonville,55,19,0,5,17,10,0,36,15,21,15,24,4,63,18,40
1/5/2013,0,Detroit,84,20,1,9,5,7,0,25,6,42,38,20,4,56,21,40,Wis. Green Bay,76,30,5,2,17,11,0,33,6,19,14,14,4,55,29,40
1/5/2013,0,Georgia St.,68,17,9,5,11,14,0,32,7,18,10,21,10,51,24,40,James Madison,52,15,5,2,10,7,0,37,14,22,14,19,4,55,17,40
1/5/2013,0,La Salle,74,12,8,11,13,13,0,32,7,26,17,22,9,55,24,40,Pennsylvania,57,22,4,7,21,15,0,38,9,10,8,15,5,61,22,40
1/5/2013,0,Longwood,72,20,0,3,10,20,0,26,7,15,8,21,6,59,29,40,Coastal Carolina,80,16,0,7,13,11,0,35,10,24,18,6,4,55,29,40
1/5/2013,0,Stony Brook,65,22,6,4,8,14,0,38,9,25,16,18,5,52,22,40,New Hampshire,49,18,2,5,13,6,0,38,12,21,12,19,5,52,16,40
1/5/2013,0,William & Mary,66,21,3,5,13,9,0,24,6,16,12,20,6,52,24,40,George Mason,73,16,1,8,12,14,0,33,13,24,17,10,4,54,26,40
1/5/2013,0,Winthrop,61,20,4,3,9,10,0,29,5,25,16,14,3,53,21,40,High Point,74,19,0,4,7,11,0,40,10,23,14,19,8,62,26,40
1/5/2013,0,IPFW,96,17,2,7,15,19,0,38,12,31,26,24,14,56,28,40,Nebraska Omaha,78,22,6,10,11,9,0,23,7,22,12,15,4,61,31,40
1/5/2013,0,Illinois,74,15,8,8,18,12,0,39,9,12,10,27,8,58,28,40,Ohio St.,55,15,1,11,16,10,0,28,8,16,11,19,4,60,20,40
1/5/2013,0,Georgia Tech,49,13,2,5,12,13,0,26,7,15,10,18,5,52,17,40,Miami (FL),62,13,5,8,13,13,0,38,10,17,11,19,7,53,22,40
1/5/2013,0,Kennesaw St.,83,25,1,4,12,12,0,29,5,55,38,14,9,35,18,40,Mercer,75,32,3,6,11,9,0,25,6,24,20,23,5,54,25,40
1/5/2013,0,UCLA,68,16,3,12,14,12,0,38,8,33,23,8,3,51,21,40,Stanford,60,20,1,8,14,8,0,39,13,16,9,19,7,64,22,40
1/5/2013,0,Niagara,71,15,2,11,11,4,0,25,7,37,27,9,2,52,21,40,Fairfield,67,27,6,5,21,19,0,29,7,15,6,18,5,53,28,40
1/5/2013,0,Army,52,20,2,5,10,12,0,27,7,16,8,14,8,55,18,40,Columbia,64,18,5,3,13,13,0,37,5,16,11,21,7,50,23,40
1/5/2013,0,Quinnipiac,82,23,3,7,11,18,0,39,17,28,16,18,6,59,30,40,Long Island,74,21,2,6,11,11,0,22,8,31,20,19,6,51,24,40
1/5/2013,0,Creighton,79,18,5,4,10,22,0,30,8,19,14,22,11,49,27,40,Indiana St.,66,16,1,6,10,10,0,22,7,24,15,14,7,51,22,40
1/5/2013,0,Stetson,74,13,3,5,15,19,0,22,7,10,9,21,9,56,28,40,North Florida,90,11,1,12,13,25,0,23,5,9,7,28,13,56,35,40
1/5/2013,0,Campbell,93,22,8,11,20,21,0,48,13,42,27,12,4,63,31,55,Gardner-Webb,81,27,2,12,18,16,0,39,16,28,21,22,6,77,27,55
1/5/2013,0,Sacred Heart,66,17,3,9,15,13,0,30,8,21,14,18,6,52,23,40,St. Francis (NY),65,18,3,4,15,10,0,33,9,14,10,15,7,57,24,40
1/5/2013,0,Missouri,66,12,3,5,8,8,0,38,13,12,7,13,5,63,27,40,Bucknell,64,15,4,2,11,14,0,35,12,11,5,16,7,62,26,40
1/5/2013,0,Cincinnati,52,13,3,8,16,8,0,34,9,11,6,26,8,60,19,40,St. John's,53,14,5,7,17,10,0,35,8,11,8,9,1,55,22,40
1/5/2013,0,Clemson,66,17,2,10,13,9,0,30,11,30,18,20,6,54,21,40,Florida St.,71,24,5,5,14,16,0,29,8,17,11,23,10,53,25,40
1/5/2013,0,Harvard,92,13,5,7,17,20,0,28,3,27,22,15,8,48,31,40,Rice,62,25,2,4,18,7,0,21,5,22,16,22,8,49,19,40
1/5/2013,0,West Virginia,57,10,3,3,14,12,0,34,14,13,10,30,11,60,18,40,Oklahoma,67,14,2,7,10,12,0,37,11,11,9,15,4,61,27,40
1/5/2013,0,Alabama,65,17,7,7,14,17,0,36,7,17,9,16,6,48,25,40,Oakland,45,16,1,8,13,7,0,29,11,16,11,10,2,59,16,40
1/5/2013,0,UCF,99,12,4,7,11,27,0,31,12,22,17,28,14,59,34,40,Florida A&M,69,16,0,6,14,13,0,15,5,11,8,16,5,56,28,40
1/5/2013,0,Coppin St.,60,19,2,9,15,11,0,21,9,14,5,35,11,61,22,40,Howard,70,17,3,12,20,14,0,35,10,31,24,4,2,43,22,40
1/5/2013,0,Drexel,66,26,3,10,13,13,0,31,9,34,20,23,8,56,19,40,Towson,69,23,4,5,18,9,0,37,6,38,27,11,4,44,19,40
1/5/2013,0,Loyola Chicago,66,15,3,2,6,13,0,30,5,19,16,17,4,57,23,40,Youngstown St.,68,18,9,2,8,12,0,27,4,18,14,11,4,52,25,40
1/5/2013,0,Morgan St.,60,11,7,6,7,8,0,41,20,17,11,13,1,79,24,40,St. Joseph's,70,15,9,5,16,14,0,39,9,12,9,18,5,63,28,40
1/5/2013,0,Radford,74,14,4,10,11,18,0,41,19,8,5,23,11,78,29,40,Charleston Sou.,81,8,4,8,16,18,0,36,9,16,13,26,14,61,27,40
1/5/2013,0,St. Francis (PA),58,21,2,4,12,10,0,28,11,18,10,22,6,55,21,40,Bryant,78,16,3,7,11,17,0,28,6,23,17,19,7,50,27,40
1/5/2013,0,Wagner,68,18,6,7,16,15,0,42,10,26,19,8,3,50,23,40,Fair. Dickinson,55,19,2,10,13,6,0,28,11,24,17,11,4,58,17,40
1/5/2013,0,Boston Coll.,73,24,1,3,7,11,0,29,6,37,24,22,7,51,21,40,N.C. State,78,20,2,6,7,14,0,31,9,35,25,13,5,50,24,40
1/5/2013,0,Northwestern St.,86,19,6,12,10,13,0,46,16,35,25,20,5,71,28,40,Lamar,58,23,1,3,20,14,0,47,18,20,10,3,0,70,24,40
1/5/2013,0,Colorado St.,85,16,6,3,11,14,0,45,11,29,21,16,6,55,29,40,St. Bonaventure,64,24,2,9,7,11,0,23,7,16,11,26,9,63,22,40
1/5/2013,0,St. Mary's,74,16,4,4,14,16,0,34,9,17,14,22,8,52,26,40,Loyola Marymount,61,17,2,10,10,7,0,26,9,10,9,14,4,58,24,40
1/5/2013,0,Arizona,60,13,4,5,9,9,0,34,15,12,11,22,7,58,21,40,Utah,57,14,3,3,10,13,0,22,5,9,8,16,7,49,21,40
1/5/2013,0,Charleston,60,18,8,4,17,7,0,35,10,26,18,16,6,52,18,40,Furman,56,19,5,4,16,10,0,34,10,19,11,11,1,58,22,40
1/5/2013,0,Norfolk St.,74,12,10,8,17,15,0,28,10,26,17,22,9,44,24,40,Navy,68,18,0,9,13,14,0,26,12,6,4,30,12,63,26,40
1/5/2013,0,VCU,59,17,3,16,12,9,0,32,13,11,10,27,5,61,22,40,Lehigh,55,13,0,4,21,10,0,31,8,18,13,18,6,47,18,40
1/5/2013,0,South Dakota,74,15,3,4,8,12,0,33,5,19,18,18,8,54,24,40,South Dakota St.,71,18,3,1,5,12,0,34,12,16,13,29,10,65,24,40
1/5/2013,0,Northern Arizona,77,31,1,12,14,15,0,30,17,34,22,17,3,63,26,40,Southern Utah,90,27,3,7,22,12,0,32,8,42,33,13,7,44,25,40
1/5/2013,0,Nicholls St.,63,16,4,10,6,4,0,17,7,21,13,19,4,60,23,40,Oral Roberts,76,15,7,3,19,16,0,35,9,20,17,10,3,52,28,40
1/5/2013,0,SE Louisiana,72,14,3,8,5,12,0,30,7,21,14,20,8,60,25,40,Central Arkansas,68,18,6,3,17,12,0,37,9,17,9,18,9,55,25,40
1/5/2013,0,Jacksonville St.,57,24,5,7,5,7,0,25,8,34,19,14,4,52,17,40,Tennessee St.,66,24,4,2,13,10,0,44,10,31,24,14,2,47,20,40
1/5/2013,0,Liberty,69,19,0,4,14,12,0,32,10,18,12,19,7,63,25,40,N.C. Asheville,83,13,6,10,11,19,0,33,7,29,20,9,3,57,30,40
1/5/2013,0,SE Missouri St.,66,24,2,4,11,17,0,22,5,12,8,21,8,58,25,40,Murray St.,74,12,1,5,13,7,0,40,15,27,18,24,8,56,24,40
1/5/2013,0,TCU,53,14,7,8,16,7,0,30,12,18,14,7,1,54,19,40,Texas Tech,62,17,6,7,16,14,0,26,6,13,10,10,6,48,23,40
1/5/2013,0,Mo. Kansas City,44,12,4,4,14,5,0,23,5,20,15,15,3,40,13,40,North Dakota St.,63,14,1,8,7,12,0,32,11,13,11,18,4,55,24,40
1/5/2013,0,Northern Kentucky,54,17,1,5,11,16,0,19,4,9,5,27,11,47,19,40,S.Car. Upstate,60,15,4,4,13,10,0,35,12,19,19,15,3,49,19,40
1/5/2013,0,Mount St. Mary's,71,13,2,8,16,15,0,36,7,17,12,17,7,53,26,40,Monmouth,59,15,5,8,12,12,0,25,6,10,5,14,6,64,24,40
